1274182,10,10,10,50,60,40,80,50,50,110
1274205,10,10,10,50,60,40,80,50,50,110
1274229,10,10,10,50,60,10,30,50,50,110
1274390,10,10,10,50,60,10,110,50,50,110
1274552,110,110,110,50,60,10,110,50,50,110
1274662,110,110,110,50,60,10,80,50,50,110
1274777,40,40,40,50,60,40,80,50,50,110
1274813,10,10,10,50,60,10,80,50,50,110
1274841,10,10,10,50,60,10,80,50,50,110
1275190,10,10,10,50,60,40,30,50,50,110
1275195,110,110,110,50,60,10,80,50,50,110
1275314,10,10,10,50,110,40,80,50,50,110
1275399,10,10,10,50,60,10,80,50,50,110
1275727,10,10,10,50,60,40,80,50,50,110
1276038,40,40,40,50,60,40,110,50,50,110
1276057,10,10,10,50,60,40,80,50,50,110
1276140,10,10,10,50,60,40,110,50,50,110
1276270,10,10,10,50,60,40,110,50,50,10
1276376,10,10,10,50,60,110,80,50,50,110
1276738,110,110,110,50,10,10,30,50,50,10
1276755,40,40,40,50,60,10,30,50,50,110
1277026,110,110,110,50,60,10,80,50,50,110
1277138,40,40,40,50,60,40,80,50,50,110
1277382,10,10,10,50,60,40,80,50,50,110
1277726,110,110,110,50,60,10,80,50,50,110
1277870,10,10,10,50,60,40,80,50,50,10
1277974,10,10,10,50,60,40,80,50,50,110
1277977,110,110,110,50,60,10,80,50,50,10
1278449,10,10,10,50,60,40,80,50,50,110
1278631,110,110,110,50,60,10,80,50,50,110
1278632,10,10,10,50,10,40,80,50,50,110
1278680,110,110,110,50,60,10,80,50,50,110
1278896,110,110,110,50,60,10,80,50,50,110
1279032,10,10,10,50,60,10,80,50,50,110
1279147,10,10,10,50,60,10,110,50,50,110
1279234,110,110,110,50,60,10,110,50,50,110
1279300,40,40,40,50,60,10,80,50,50,110
1279830,40,40,40,50,60,40,80,50,50,110
1279911,10,10,10,50,110,40,80,50,50,110
1279966,110,110,110,50,60,40,80,50,50,110
1280023,10,10,10,50,60,40,80,50,50,110
1280087,10,10,10,50,60,40,80,50,50,110
1280192,10,10,10,50,60,10,110,50,50,110
1280509,10,10,10,50,60,10,80,50,50,10
1280621,110,110,110,50,60,10,110,50,50,110
1280663,10,10,10,50,10,40,30,50,50,110
1280935,110,110,110,50,60,40,80,50,50,10
1280966,10,10,10,50,60,10,80,50,50,110
1280971,10,10,10,50,60,10,80,50,50,110
1281024,110,110,110,50,60,10,30,50,50,110
1281093,10,10,10,50,110,40,110,50,50,110
1281270,10,10,10,50,60,40,30,50,50,110
1281277,110,110,110,50,60,40,80,50,50,110
1281280,110,110,110,50,60,10,30,50,50,110
1281815,10,10,10,50,60,40,80,50,50,110
1281867,10,10,10,50,60,40,80,50,50,110
1282362,10,10,10,50,60,40,80,50,50,110
1282677,10,10,10,50,60,10,80,50,50,110
1282737,10,10,10,50,60,10,30,50,50,110
1282744,110,110,110,50,60,10,80,50,50,110
1282878,10,10,10,50,60,10,80,50,50,110
1283464,10,10,10,50,60,10,110,50,50,110
1283555,110,110,110,50,10,10,110,50,50,110
1283642,110,110,110,50,60,40,80,50,50,110
1283694,110,110,110,50,60,40,30,50,50,110
1283904,110,110,110,50,60,10,110,50,50,110
1283939,10,10,10,50,60,10,80,50,50,110
1284171,10,10,10,50,60,10,80,50,50,110
1284181,10,10,10,50,60,40,80,50,50,110
1284659,110,110,110,50,60,40,80,50,50,110
1284753,40,40,40,50,60,40,110,50,50,110
1284771,110,110,110,50,60,40,80,50,50,110
1285169,10,10,10,50,60,40,110,50,50,10
1285373,110,110,110,50,60,10,80,50,50,110
1285463,110,110,110,50,60,40,30,50,50,110
1285578,110,110,110,50,60,40,80,50,50,110
1285720,110,110,110,50,60,40,80,50,50,110
1285944,40,40,40,50,60,40,30,50,50,110
1285992,10,10,10,50,60,10,80,50,50,110
1286162,10,10,10,50,60,10,80,50,50,110
1286336,10,10,10,50,60,40,80,50,50,110
1286724,10,10,10,50,60,10,30,50,50,110
1286791,10,10,10,50,60,10,80,50,50,110
1287138,10,10,10,50,110,40,80,50,50,110
1287714,110,110,110,50,60,40,30,50,50,110
1287780,10,10,10,50,60,10,30,50,50,110
1287834,10,10,10,50,60,40,80,50,50,110
1288578,110,110,110,50,60,40,30,50,50,110
1288990,10,10,10,50,60,40,80,50,50,110
1289074,10,10,10,50,10,10,30,50,50,10
1289446,110,110,110,50,60,40,110,50,50,10
1289609,10,10,10,50,60,10,80,50,50,110
1289658,110,110,110,50,60,10,30,50,50,10
1289879,10,10,10,50,60,10,80,50,50,110
1290352,10,10,10,50,60,40,80,50,50,110
1290387,110,110,110,50,60,10,80,50,50,110
1290602,40,40,40,50,60,40,80,50,50,110
1290876,110,110,110,50,60,40,30,50,50,110
1291004,110,110,110,50,10,10,30,50,50,110
1291155,110,110,110,50,60,40,30,50,50,10
1291266,10,10,10,50,60,10,80,50,50,110
1291597,110,110,110,50,60,10,80,50,50,110
1291809,10,10,10,50,60,10,80,50,50,110
1291919,110,110,110,50,10,10,30,50,50,110
1291939,10,10,10,50,60,40,80,50,50,110
1292066,110,110,110,50,60,10,80,50,50,110
1292252,10,10,10,50,60,40,80,50,50,110
1292326,10,10,10,50,60,10,80,50,50,110
1292359,110,110,110,50,60,10,80,50,50,110
1292524,10,10,10,50,60,40,80,50,50,110
1292726,10,10,10,50,60,40,80,50,50,110
1293001,10,10,10,50,110,10,110,50,50,110
1293274,110,110,110,50,60,10,80,50,50,110
1293455,10,10,10,50,10,10,80,50,50,110
1293492,110,110,110,50,60,40,80,50,50,110
1293567,10,10,10,50,60,40,80,50,50,110
1293586,10,10,10,50,60,10,30,50,50,110
1294115,10,10,10,50,60,40,80,50,50,110
1294157,10,10,10,50,60,110,80,50,50,110
1294173,110,110,110,50,60,10,30,50,50,110
1294465,110,110,110,50,60,40,110,50,50,10
1294604,10,10,10,50,60,10,80,50,50,110
1294672,10,10,10,50,60,10,30,50,50,110
1294935,10,10,10,50,10,10,110,50,50,110
1294957,10,10,10,50,10,40,30,50,50,110
1295049,10,10,10,50,60,40,30,50,50,110
1295067,110,110,110,50,60,10,80,50,50,110
1295348,10,10,10,50,60,40,30,50,50,110
1295368,110,110,110,50,60,10,80,50,50,10
1295380,110,110,110,50,60,40,80,50,50,110
1295434,10,10,10,50,60,10,80,50,50,110
1295518,10,10,10,50,60,10,110,50,50,110
1295604,10,10,10,50,10,10,80,50,50,110
1295770,10,10,10,50,60,10,80,50,50,110
1295837,110,110,110,50,110,40,80,50,50,10
1296034,10,10,10,50,60,40,80,50,50,110
1296076,110,110,110,50,60,40,30,50,50,10
1296301,40,40,40,50,60,10,30,50,50,110
1296740,40,40,40,50,60,10,80,50,50,110
1296768,10,10,10,50,60,110,80,50,50,110
1296866,40,40,40,50,60,10,80,50,50,110
1296980,110,110,110,50,60,40,80,50,50,110
1297463,10,10,10,50,60,10,80,50,50,10
1297504,110,110,110,50,60,10,110,50,50,110
1297686,110,110,110,50,60,10,80,50,50,110
1297956,10,10,10,50,110,40,80,50,50,110
1298352,10,10,10,50,60,40,80,50,50,110
1298628,40,40,40,50,60,40,30,50,50,110
1298647,110,110,110,50,60,10,80,50,50,10
1298662,110,110,110,50,60,10,80,50,50,110
1298692,110,110,110,50,60,10,80,50,50,110
1298694,110,110,110,50,60,10,80,50,50,110
1298777,10,10,10,50,10,40,80,50,50,110
1298860,110,110,110,50,60,40,80,50,50,110
1299147,10,10,10,50,60,10,110,50,50,110
1299272,10,10,10,50,60,10,80,50,50,110
1299319,10,10,10,50,60,10,80,50,50,10
1299433,110,110,110,50,110,40,110,50,50,110
1299471,10,10,10,50,60,40,110,50,50,110
1299869,110,110,110,50,60,40,80,50,50,110
1299929,10,10,10,50,60,40,80,50,50,110
1300055,110,110,110,50,60,10,80,50,50,110
1300164,110,110,110,50,60,10,80,50,50,110
1300245,10,10,10,50,60,10,110,50,50,110
1300278,10,10,10,50,60,40,80,50,50,110
1300832,110,110,110,50,60,40,80,50,50,110
1300953,110,110,110,50,60,40,80,50,50,110
1301076,10,10,10,50,110,40,80,50,50,110
1301162,10,10,10,50,60,40,80,50,50,110
1301264,10,10,10,50,60,10,30,50,50,110
1301493,10,10,10,50,10,40,80,50,50,110
1302058,10,10,10,50,60,40,80,50,50,110
1302156,110,110,110,50,60,40,80,50,50,110
1302278,10,10,10,50,60,40,80,50,50,110
1302578,110,110,110,50,60,10,80,50,50,110
1302671,10,10,10,50,60,10,80,50,50,110
